Household income,Home Ownership,Count of household members,Household in urban/rural area,population density,Price of Gasoline Affects Travel,Travel is a Financial Burden,Age,Gender,Educational Attainment,More than One Job,Job Category,Count of Car Share Program Usage,Trip Time to Work in Minutes,Best estimate of annual miles,Count of household vehicles,count of children in household,Relationship,Full-Time or Part-Time Worker,Count of Walk Trips,Count of Bike Trips,Level of Physical Activity,Count of adult household members,Public Transportation or Taxi, Passenger to Friend/Family Member or Rental Car, Bicycle or Walk,Race African,Race Asian,Race American Indian,Race Native Hawaiian,Multiple Response Race
8,1,4,1,3,1,5,46,0,5,2,4,0,35,21217.3833804482,4,0,2,1,7,0,2,3,3,3,3,0,0,0,0,0
7,1,3,1,5,2,1,52,1,3,2,4,0,60,14285.9284242382,4,0,2,1,3,0,2,3,2,4,4,0,1,0,0,0
9,1,2,2,2,4,4,27,1,5,1,4,0,10,15907.8949625554,3,0,1,1,5,2,3,2,4,1,4,0,0,0,0,0
7,1,4,1,5,2,4,56,1,4,1,4,0,10,20190.4491882059,3,0,2,2,3,0,2,3,2,1,4,0,0,0,0,0
9,1,2,1,5,4,4,29,1,4,2,4,0,25,10598.2398432296,2,0,7,1,10,1,3,2,3,1,3,0,0,0,0,0
5,2,3,1,5,4,4,56,1,4,2,4,0,15,5003.86108213352,3,0,1,2,5,0,2,2,3,1,2,0,0,0,0,0
7,1,3,1,4,3,3,28,1,2,2,2,0,60,10802.5988041327,3,1,1,1,10,0,2,2,4,4,4,0,0,0,0,0
10,1,2,1,4,2,3,58,1,4,2,4,0,25,15909.3064124547,4,0,2,1,4,0,2,2,4,1,4,0,0,0,0,0
9,1,2,1,4,4,4,60,0,5,2,4,0,5,12791.5522319523,2,0,1,1,3,0,3,2,2,4,3,0,0,0,0,0
7,2,2,1,5,4,4,34,0,4,2,1,0,40,15629.3594216932,2,0,1,1,2,0,2,2,3,3,2,0,0,0,0,0
5,2,3,1,7,2,4,56,0,3,2,4,0,12,8180.84671407168,1,1,1,1,2,0,2,2,4,3,4,0,0,0,0,0
10,1,2,1,5,4,3,31,0,4,2,1,0,35,8342.07108706031,2,0,1,1,5,0,3,2,3,1,2,0,0,0,0,0
6,1,4,1,5,1,2,40,0,5,2,4,0,30,6299.63419351136,2,0,1,1,5,0,2,2,4,4,4,0,1,0,0,0
11,1,3,1,5,4,3,54,1,3,2,2,0,35,10145.4101966463,3,0,2,1,3,0,2,2,3,3,3,0,0,0,0,0
6,1,2,1,6,2,2,55,1,4,2,4,0,20,5143.98252016491,2,0,2,1,2,0,2,2,4,1,4,0,1,0,0,0
6,1,2,1,2,2,2,64,1,4,2,1,0,8,26996.6501508978,2,0,2,2,10,8,2,2,4,4,3,0,0,0,0,0
10,1,2,1,6,3,2,36,0,3,2,3,0,45,18915.6412179265,2,0,2,1,5,0,2,2,3,1,2,0,0,0,0,0
11,1,2,1,2,3,3,53,0,5,2,4,0,20,1822.51516878545,3,0,2,1,1,0,3,2,4,1,4,0,1,0,0,0
6,1,5,2,3,1,4,48,1,5,1,4,0,20,16361.1706864411,3,0,1,1,2,0,2,3,2,4,4,1,0,0,0,0
4,1,3,1,4,2,1,57,0,4,2,4,0,15,5248.93932877499,6,0,1,1,5,0,3,2,1,2,4,0,0,0,0,0
10,1,2,1,5,5,3,59,0,3,2,3,0,20,6256.9515965539,2,0,1,1,3,1,2,2,1,4,3,0,0,0,0,0
7,1,3,1,4,1,3,76,1,5,2,4,0,25,10340.6428004923,3,0,2,2,9,0,2,3,4,1,4,0,0,0,0,0
7,1,2,1,4,2,2,46,0,2,1,3,0,25,50792.517799835,3,0,1,1,0,0,2,2,4,2,4,0,0,0,0,0
9,1,2,1,5,4,4,30,1,4,2,1,0,30,4588.0098877408,2,0,1,1,1,0,3,2,2,3,1,0,0,0,0,0
7,1,5,1,3,4,3,50,0,4,2,1,0,25,20894.3133435139,3,0,1,1,5,0,2,2,3,3,4,0,0,0,0,0
7,1,2,1,4,1,4,66,0,4,2,1,0,20,13199.2140644278,2,0,1,2,3,0,3,2,2,3,4,0,0,0,0,0
9,2,4,1,5,1,1,57,0,5,2,4,0,35,10666.6666666667,2,0,1,1,5,0,3,2,1,4,3,0,0,0,0,1
8,2,2,2,4,2,2,28,0,5,2,4,2,15,1052.42476452629,3,0,1,1,0,0,1,2,2,2,4,0,1,0,0,0
8,1,3,1,4,2,3,35,1,5,2,4,0,45,4680.14408152349,4,0,1,1,3,0,2,3,4,3,4,0,0,0,0,0
6,1,2,2,1,2,3,59,1,5,2,4,0,20,31610.7843090374,4,0,1,2,4,0,2,2,2,1,4,0,0,0,0,0
7,1,2,1,5,4,3,57,1,4,2,4,0,45,6027.89334003531,4,0,1,2,5,1,2,2,2,1,4,0,0,0,0,0
1,1,3,2,1,1,1,69,0,2,2,1,0,12,15860.1550974897,1,0,1,1,0,0,2,3,4,1,4,0,0,0,0,0
6,1,2,1,6,3,3,33,1,4,2,2,0,15,14593.5040539929,1,0,1,1,1,0,2,1,1,1,1,0,0,0,0,0
11,1,2,2,2,4,3,52,0,2,2,3,0,25,14648.7403242043,3,0,2,1,3,0,3,2,2,3,4,0,0,0,0,0
6,2,1,1,5,3,3,46,0,2,2,2,0,45,24745.486791016,1,0,1,1,0,0,1,1,4,4,4,0,0,0,0,0
7,1,4,2,2,1,2,51,1,3,2,1,0,20,15689.2189454235,3,0,1,1,3,0,3,3,4,4,4,0,0,0,0,1
4,2,2,1,6,2,3,45,1,2,2,2,0,5,7269.79807391785,1,0,1,1,5,0,2,1,1,1,2,0,0,0,0,0
4,1,2,1,2,2,2,26,0,3,2,4,0,15,12874.1221395935,3,0,1,1,20,0,1,2,3,1,4,0,0,0,0,0
9,1,2,1,4,3,3,55,1,4,1,4,0,7,12495.7867312767,5,0,1,1,5,0,2,2,4,1,2,0,0,0,0,0
10,1,2,1,3,3,3,47,1,3,2,2,0,25,11684.0201887383,4,0,2,1,2,0,3,2,2,1,4,0,0,0,0,0
11,1,2,1,5,5,2,59,0,4,2,4,0,40,15055.3575887498,2,0,2,1,3,1,3,2,2,1,2,0,0,0,0,0
7,1,2,2,2,2,3,62,1,4,1,4,0,12,21879.6124634241,2,0,2,1,2,0,2,2,4,1,4,0,0,0,0,0
5,1,1,1,6,2,2,60,1,3,2,4,0,15,8591.78765983232,1,0,1,1,2,0,2,1,4,1,4,0,0,0,0,0
6,1,1,1,4,4,3,46,0,4,2,4,0,30,13084.4485421534,1,0,1,1,0,0,2,1,2,4,4,0,0,0,0,0
6,1,1,1,3,1,2,49,1,4,2,4,0,20,13882.4720929563,1,0,1,1,0,0,2,1,4,1,1,0,0,0,0,0
8,1,2,2,1,4,2,43,1,3,2,4,0,15,11145.176108703,2,0,1,1,5,0,2,2,4,4,4,0,0,0,0,0
10,1,4,1,5,3,3,44,0,3,2,4,0,5,15953.0663965414,3,0,1,1,5,2,2,2,3,1,3,0,0,0,0,0
6,1,5,1,6,2,3,32,1,3,2,4,0,2,5378.9404237743,3,0,1,1,20,0,2,2,3,1,3,0,0,0,0,0
6,2,2,1,6,2,4,57,1,3,2,1,0,7,2385.11211646433,3,0,2,1,7,0,2,2,3,3,1,0,0,0,0,0
6,1,2,1,3,2,3,57,1,3,2,2,0,5,10905.0563074886,2,0,1,1,10,1,3,2,4,1,1,0,0,0,0,0
10,1,2,1,4,3,4,67,0,4,2,1,0,18,18550.4583025883,2,0,1,2,28,0,2,2,4,4,4,0,0,0,0,0
9,1,5,1,6,4,2,39,1,4,2,4,0,72,15572.5575799996,2,0,1,2,18,2,2,2,1,3,3,0,0,0,0,0
5,1,4,2,2,3,2,24,0,3,2,3,0,10,15213.7116634597,3,0,1,2,5,3,3,4,2,1,4,0,0,0,0,0
2,2,4,1,4,1,1,35,1,1,2,4,0,5,95.910458424131,1,0,1,1,2,0,2,1,3,1,2,0,0,0,0,0
9,1,2,1,2,1,2,57,0,2,2,3,0,50,18458.0413552312,2,0,2,1,9,0,2,2,2,3,4,0,0,0,0,0
10,1,3,1,5,2,4,32,0,4,2,4,0,20,33143.6122120789,2,1,2,1,3,0,3,2,1,4,4,0,0,0,0,0
1,1,4,1,5,2,2,19,1,3,2,4,0,10,5119.79513529365,4,0,3,2,0,0,2,4,4,4,4,0,0,0,0,1
10,2,2,1,6,5,4,55,1,2,2,4,0,15,12009.1866373525,2,0,2,1,5,0,3,2,4,4,4,0,0,0,0,0
6,2,2,1,4,2,4,27,1,4,2,2,0,5,21111.500376504,2,0,2,1,1,1,2,2,3,1,3,0,0,0,0,0
11,1,4,1,7,3,4,40,1,4,2,4,0,25,5748.69257025685,2,0,1,1,10,5,3,2,3,3,3,0,0,0,0,0
6,1,5,1,6,2,3,27,0,3,2,3,0,45,13476.1763878078,2,1,2,1,1,0,1,3,4,4,4,0,0,0,0,0
3,2,1,1,6,2,2,42,0,4,1,1,0,40,18249.532855525,1,0,1,2,4,0,2,1,3,1,2,0,0,0,0,0
7,1,1,1,4,2,2,34,1,4,2,4,0,70,15536.4793529817,2,0,1,1,18,0,3,1,4,1,3,0,0,0,0,0
6,1,4,1,2,2,3,45,0,4,2,4,0,25,20909.7699026286,3,0,1,1,5,0,3,2,4,4,4,0,0,0,0,1
11,1,4,1,4,5,5,48,0,5,2,4,0,25,15853.9809516862,2,0,1,1,2,2,3,2,4,1,4,0,0,0,0,0
7,1,2,2,1,3,3,44,0,2,1,4,0,60,15741.5740239152,4,0,2,1,5,0,3,2,4,1,4,0,0,0,0,0
10,1,2,1,6,4,4,53,0,5,2,4,0,7,6904.13448952545,3,0,1,1,2,1,2,2,1,4,3,0,0,0,0,0
8,1,1,1,7,3,4,26,1,5,2,4,0,10,10060.1279198666,1,0,1,2,2,0,2,1,3,3,2,0,0,0,0,0
6,1,1,1,2,2,2,75,1,2,2,2,0,30,9236.00573309374,1,0,1,2,4,0,2,1,1,4,4,0,0,0,0,0
8,1,3,1,7,1,4,52,1,3,2,1,0,30,11742.8571428571,3,0,2,1,5,0,2,3,4,1,4,0,1,0,0,0
6,1,3,1,6,2,2,68,0,5,2,4,0,4,6865.99490329028,2,0,1,2,7,0,2,3,4,4,4,0,1,0,0,0
11,1,4,1,6,2,3,42,1,5,2,4,0,20,14305.034238434,3,0,2,1,4,0,2,2,4,4,4,0,1,0,0,0
8,1,2,1,7,4,4,33,1,5,2,4,0,55,12190.4048222872,1,0,1,1,0,0,2,2,4,4,4,0,0,0,0,0
11,1,4,1,6,5,5,35,0,5,2,4,0,15,10896.5320441335,2,2,1,1,3,0,3,2,3,2,3,0,0,0,0,0
11,1,2,2,2,5,3,56,0,5,2,4,0,52,31810.9150624564,2,0,1,1,7,0,3,2,4,2,4,0,0,0,0,0
8,1,2,1,7,4,4,49,0,2,2,1,0,40,2921.47717501722,4,0,1,1,0,0,3,2,3,4,4,1,0,0,0,0
7,1,4,1,2,3,3,46,0,3,2,1,0,50,17000.2038965959,4,0,2,1,15,0,2,3,3,3,3,0,0,0,0,0
8,1,2,1,6,3,3,43,1,5,2,4,0,10,3859.18940858468,2,0,1,1,0,0,2,2,1,3,3,0,0,0,0,0
4,2,1,1,5,2,2,53,0,3,2,1,0,25,16569.4382103042,1,0,1,1,10,0,2,1,3,1,2,1,0,0,0,0
10,1,4,1,6,2,3,43,1,4,2,4,0,10,12570.6666666667,3,0,2,1,0,0,2,3,2,1,4,0,0,0,0,0
11,1,3,1,5,1,2,45,1,5,1,4,0,5,18174.4938749134,3,0,1,1,7,0,2,3,4,1,4,0,0,0,0,0
6,2,1,2,2,4,4,31,1,4,2,4,0,35,14036.6712222485,1,0,1,1,2,0,3,1,4,4,4,0,0,0,0,0
6,2,1,1,6,4,3,34,1,5,2,4,1,18,4838.33660409569,2,0,1,1,24,0,2,1,3,4,3,0,0,0,0,0
11,1,2,1,6,3,2,54,1,5,2,4,0,20,5175.88372840551,3,0,2,1,3,0,3,2,3,1,2,0,0,0,0,0
10,1,2,1,6,5,3,37,1,4,2,4,0,20,20100.2527771139,2,0,1,1,6,0,2,2,3,3,3,0,0,0,0,0
8,1,1,1,3,5,4,53,0,2,2,3,0,25,13928.0081319374,2,0,1,1,0,0,2,1,4,4,1,0,0,0,0,0
11,1,5,1,4,4,3,46,1,5,2,4,0,8,26572.8096873638,3,0,1,2,5,0,2,3,4,1,1,0,0,0,0,0
6,1,4,1,6,5,4,32,1,3,1,2,0,20,13137.4622207959,2,1,1,2,3,0,2,2,3,3,3,0,0,0,0,0
8,1,3,1,4,4,4,27,1,5,2,4,0,20,9323.5364313887,3,1,1,2,3,0,3,2,2,1,4,0,0,0,0,0
8,1,1,1,5,4,2,54,1,4,2,4,0,45,8745.9283857095,2,0,1,1,5,0,2,1,4,1,4,1,0,0,0,0
11,1,4,1,2,2,4,45,0,5,1,4,0,10,4708.85370799464,5,0,1,1,7,0,3,3,4,4,4,0,0,0,0,0
7,1,2,1,5,3,3,52,0,4,2,4,0,15,36000.0,3,0,1,1,10,0,2,2,2,3,4,0,0,0,0,0
11,1,2,2,1,3,2,82,0,3,2,4,0,10,20192.8904593917,3,0,1,1,7,0,2,2,4,1,2,0,0,0,0,0
4,2,1,1,7,3,3,34,1,4,2,2,0,30,17298.4993452732,1,0,1,1,7,0,1,1,3,3,2,0,0,0,0,0
11,1,5,2,1,5,5,36,0,5,2,1,0,1,32445.3531951284,2,1,1,1,2,0,2,2,4,4,4,0,0,0,0,0
5,1,3,2,2,2,2,31,1,5,2,4,0,120,33347.6340710232,2,1,1,1,2,0,2,2,4,3,4,0,0,0,0,0
6,1,2,1,5,4,4,63,1,4,2,4,0,25,14722.923975951,1,0,1,1,4,0,2,1,2,2,2,1,0,0,0,0
10,2,1,1,6,5,5,36,0,5,2,4,0,8,14587.005942099,1,0,1,1,9,0,3,1,2,4,4,0,0,0,0,0
8,1,3,1,6,5,4,38,0,5,2,4,2,10,16317.8864859214,3,1,2,1,2,0,2,2,4,3,4,0,0,0,0,0
8,1,4,1,3,3,3,51,1,3,2,2,0,15,28463.7911845635,4,0,2,2,14,0,2,2,2,1,4,0,0,0,0,0
8,1,2,1,5,1,1,72,0,5,2,2,0,20,6630.24861792638,2,0,1,1,3,0,2,2,4,4,4,0,1,0,0,0
11,1,4,1,4,4,5,51,1,5,2,4,0,4,9678.52258702403,2,0,2,2,5,1,2,2,2,3,3,0,0,0,0,0
11,1,2,1,6,2,1,51,0,5,2,4,0,90,26644.5568542967,4,0,1,1,5,0,2,2,2,1,1,0,0,0,0,0
5,2,1,1,5,5,5,52,1,3,2,4,0,5,4816.25158851238,1,0,1,1,50,0,2,1,4,3,4,1,0,0,0,0
7,2,1,1,4,1,1,24,0,4,1,4,0,15,13169.6248583014,1,0,1,1,3,0,2,1,2,4,4,0,0,0,0,0
8,1,2,2,2,4,4,37,0,2,2,3,0,10,7164.6203877897,4,0,1,1,0,0,2,2,4,1,2,0,0,0,0,0
10,1,2,1,6,2,3,55,1,5,2,4,0,6,12142.8933391299,2,0,1,1,7,0,2,2,3,1,2,0,0,0,0,0
3,1,1,1,6,3,3,50,1,2,2,3,0,6,51691.4244177205,1,0,1,1,0,0,2,1,4,1,4,1,0,0,0,0
9,1,2,2,2,1,1,56,1,4,2,4,0,20,11503.4194237897,3,0,2,1,0,0,1,2,4,4,4,0,0,0,0,0
9,2,3,1,5,5,3,26,0,4,2,4,0,20,20379.3104059193,2,1,2,1,5,0,3,2,2,3,3,0,0,0,0,0
8,1,3,1,4,4,4,31,1,4,2,1,0,20,4889.61474566221,2,1,1,1,0,0,2,2,3,3,2,0,0,0,0,0
6,2,7,1,6,4,4,41,0,4,2,1,0,30,16077.3402350332,2,2,2,1,0,1,2,2,3,3,3,0,0,0,0,0
6,1,4,1,5,2,2,31,1,3,2,4,0,3,9931.37367771088,2,1,1,2,1,0,2,2,4,1,2,0,0,0,0,0
8,1,2,1,6,4,3,58,1,4,2,4,0,9,14604.2967695818,2,0,1,1,3,12,2,2,3,3,3,0,0,0,0,0
7,1,5,1,2,2,2,32,1,3,2,4,0,15,16898.0181012668,2,0,1,1,3,0,2,2,4,1,4,0,0,0,0,0
5,1,1,2,1,2,3,54,1,3,2,2,0,20,8282.50320414655,1,0,1,1,7,0,2,1,2,3,4,0,0,0,0,0
7,1,3,1,3,5,1,62,0,2,2,3,0,25,8663.770934676,3,0,1,1,0,0,2,3,4,1,4,0,0,0,0,0
7,1,4,1,5,5,5,36,0,3,2,3,0,7,7044.0,4,0,1,1,7,0,2,2,3,3,3,0,0,0,0,0
9,1,4,1,2,2,1,52,1,5,2,4,0,50,14529.5242096829,3,0,1,1,0,0,3,3,1,3,4,0,1,0,0,0
5,1,1,1,7,2,2,37,0,5,2,4,0,15,6251.96115453685,1,0,1,1,7,0,3,1,4,4,4,1,0,0,0,0
6,1,2,1,7,3,3,57,0,3,2,3,0,20,3351.63360337845,1,0,2,1,0,0,2,2,4,1,4,0,0,0,0,0
7,1,2,1,5,2,2,57,0,3,2,3,0,12,11636.9033852103,2,0,2,1,2,0,2,2,3,3,3,0,0,0,0,0
10,1,3,1,4,2,4,21,1,3,2,1,0,18,1011.68674944254,3,0,3,1,0,0,2,3,4,3,4,0,0,0,0,0
8,2,2,1,5,5,4,30,0,4,2,4,0,20,12534.8379575965,2,0,2,1,0,0,2,2,4,1,4,0,0,0,0,0
5,1,2,2,1,2,4,33,1,4,2,4,0,35,3406.81637285606,4,0,1,1,0,0,2,2,4,1,4,1,0,0,0,0
7,1,2,1,3,3,2,56,1,4,2,2,0,20,11060.3765492005,2,0,2,1,5,0,2,2,2,4,4,0,0,0,0,0
11,1,2,1,5,2,4,52,0,5,2,4,0,20,36778.6750424649,3,0,1,1,0,2,3,2,1,4,4,0,0,0,0,0
5,1,2,1,4,3,2,58,1,5,2,4,0,2,18794.4171736302,2,0,3,1,7,0,2,2,2,1,4,0,0,0,0,0
7,1,7,1,8,5,3,53,1,4,2,4,0,30,23278.8696454408,3,0,1,1,2,1,2,5,4,1,4,1,0,0,0,0
9,1,2,1,5,2,2,28,1,4,2,4,0,30,9835.43376830759,2,0,2,1,7,2,2,2,2,1,4,0,0,0,0,0
8,1,2,1,3,4,5,59,0,5,2,4,0,5,3008.27347123366,2,0,2,1,3,0,2,2,3,3,3,0,0,0,0,0
7,1,2,1,6,3,2,46,1,3,2,2,0,45,8106.43341774793,3,0,2,1,0,0,3,2,3,3,2,0,0,0,0,0
2,1,3,1,3,2,2,37,0,5,2,2,0,30,11219.281480615,2,1,1,2,4,0,2,2,4,4,2,0,1,0,0,0
4,1,1,1,4,2,1,55,0,3,2,4,0,5,1498.13640564167,1,0,1,1,0,0,3,1,4,1,2,0,0,0,0,0
6,1,3,1,2,1,1,61,0,4,2,4,0,40,16315.6201320904,3,0,4,1,21,0,3,3,4,4,4,0,0,0,0,0
6,1,3,1,4,2,4,24,0,3,2,2,0,30,8246.7888319591,3,0,3,1,6,0,3,3,3,1,4,1,0,0,0,0
5,2,1,1,6,4,1,69,1,2,2,2,0,20,7941.52514513067,1,0,1,1,0,0,1,1,2,4,4,0,0,0,0,0
7,1,2,1,3,4,4,61,0,3,2,3,0,12,1706.51592664955,2,0,1,1,10,1,3,2,3,4,4,0,0,0,0,0
5,1,1,1,6,2,3,23,0,3,2,3,0,30,7388.62924922269,2,0,1,1,21,2,3,1,4,1,4,0,0,0,0,0
6,2,3,1,7,4,3,28,0,5,2,4,0,10,8534.32149352778,1,1,1,1,3,0,2,2,3,1,4,0,1,0,0,0
7,1,3,1,6,4,4,51,1,3,2,4,0,15,13216.1181760987,2,0,1,1,1,0,2,2,4,3,4,0,0,0,0,0
11,1,2,2,2,5,5,58,1,5,2,4,0,15,17079.0890939517,2,0,1,1,3,0,3,2,4,1,2,0,0,0,0,0
5,1,3,2,1,2,3,53,0,1,2,3,0,63,27569.8661301605,4,0,2,1,0,0,3,2,4,4,4,0,0,0,0,0
10,1,5,2,1,5,4,44,0,5,2,4,0,30,300.0,4,0,2,1,1,0,2,2,2,1,4,0,0,0,0,0
11,1,1,1,6,3,2,48,1,3,2,1,0,30,16897.6975598259,2,0,1,1,7,2,3,1,2,1,3,0,0,0,0,0
7,1,2,1,5,3,2,51,1,5,1,4,0,20,14795.4090951719,1,0,1,1,0,0,1,1,4,3,4,1,0,0,0,0
10,1,3,1,4,1,2,69,0,5,2,4,0,20,7262.05348569615,2,0,1,1,2,0,2,2,2,4,4,0,0,0,0,0
7,1,2,2,1,2,3,59,0,3,2,4,0,30,11882.2698312164,2,0,2,1,40,0,2,2,4,1,4,0,0,0,0,0
6,1,1,1,3,2,4,26,1,5,1,4,0,45,11585.4324464184,2,0,1,1,30,0,2,1,4,1,4,0,0,0,0,0
6,2,2,1,3,2,3,25,0,2,2,4,0,30,19074.6672128364,2,0,1,1,9,0,3,2,4,1,4,0,0,0,0,0
5,1,5,1,2,2,4,19,1,3,2,1,0,20,8008.8593725181,4,0,3,2,2,0,3,5,4,4,4,0,0,0,0,0
9,1,3,1,3,4,2,41,0,4,2,1,0,30,13146.6472875775,4,1,1,1,0,0,2,2,2,3,4,0,0,0,0,0
5,1,2,1,4,3,3,60,0,5,2,1,0,10,3822.66616226751,3,0,2,1,7,0,2,2,4,4,1,0,1,0,0,0
7,1,3,2,2,2,4,33,0,4,2,4,0,60,24298.5549730215,2,0,2,1,0,0,1,3,4,4,4,0,0,0,0,0
11,1,4,1,2,4,2,56,0,4,2,3,0,30,11321.1420628224,4,0,1,1,3,0,2,2,2,3,3,0,0,0,0,0
10,1,2,1,3,4,4,45,1,4,2,4,0,35,16822.3841270411,2,0,2,2,0,0,2,2,2,3,4,0,0,0,0,0
10,2,3,1,4,4,3,53,1,4,2,4,0,26,14896.7100437605,3,0,2,1,2,0,2,3,4,3,4,0,0,0,0,0
1,1,3,1,5,5,4,55,0,4,2,4,0,8,13973.4179474989,4,0,2,1,10,0,3,3,4,1,2,0,0,0,0,0
6,1,2,2,1,5,4,62,1,2,2,4,0,15,9451.03023800798,2,0,2,1,2,0,2,2,4,1,4,0,0,0,0,0
4,1,2,1,6,2,2,54,1,4,2,4,0,75,33674.7249068036,2,0,1,1,5,0,2,2,4,4,4,0,0,0,0,0
11,1,2,1,6,4,3,65,0,5,2,4,0,15,5350.55551423913,2,0,1,1,6,0,2,2,2,2,4,0,0,0,0,0
8,1,2,2,1,1,1,64,1,3,2,2,0,40,3652.69650928349,7,0,2,1,7,0,2,2,4,4,4,0,0,0,0,0
10,1,2,1,5,5,3,62,1,5,2,4,0,10,13259.9640102788,3,0,1,1,3,0,2,2,4,1,2,0,0,0,0,0
8,1,2,1,5,5,3,65,0,3,1,3,0,30,51724.5305715224,5,0,2,1,0,0,1,2,2,3,4,0,0,0,0,0
11,1,2,1,2,5,5,55,1,5,2,4,0,60,19384.6339256628,6,0,1,1,28,0,3,2,2,3,4,0,0,0,0,0
5,1,4,2,2,3,3,27,0,3,2,3,0,15,20472.8647845908,3,0,3,1,7,0,2,3,4,1,4,0,0,0,0,0
8,1,2,1,2,4,4,56,1,4,2,4,0,5,10053.0,2,0,1,1,21,0,3,2,2,3,3,0,0,0,0,0
11,2,1,1,5,4,4,34,0,5,2,4,0,15,16292.7404070633,1,0,1,1,7,1,3,1,4,4,4,0,0,0,0,0
9,1,2,1,3,4,3,51,0,2,2,4,0,45,13879.5434826511,3,0,1,1,5,2,2,2,4,1,4,0,0,0,0,0
11,1,2,2,2,5,3,66,0,5,2,4,0,12,16279.0724803799,3,0,2,1,2,0,3,2,1,4,4,0,0,0,0,0
6,1,2,1,4,2,2,32,1,2,2,3,0,22,7803.88049747407,4,0,2,1,2,0,2,2,4,3,2,0,0,0,0,0
5,1,3,1,7,5,3,41,1,4,2,1,0,60,13651.265064076,2,0,1,1,1,0,2,2,4,4,4,0,0,0,0,0
6,1,1,1,4,2,2,58,0,5,2,4,0,50,9479.35534725578,1,0,1,1,5,0,1,1,1,4,4,0,1,0,0,0
4,1,3,1,6,1,2,34,1,3,2,1,0,10,10480.5958191589,2,0,2,1,0,0,2,2,4,4,4,0,1,0,0,0
10,1,2,1,4,2,3,61,0,5,2,4,0,55,14866.120285884,2,0,2,1,0,0,2,2,2,1,4,0,0,0,0,0
9,1,4,1,6,3,3,47,0,3,2,3,0,35,16311.2465624411,4,0,1,1,0,0,3,2,4,4,4,0,0,0,0,0
6,2,2,1,7,2,2,66,0,4,2,3,0,15,23529.2904358249,1,0,1,1,5,0,3,2,4,4,2,0,1,0,0,0
6,1,1,1,6,3,3,49,1,4,1,1,0,8,8704.75664134378,1,0,1,1,7,0,2,1,1,3,1,0,0,0,0,0
7,2,1,1,4,3,1,28,0,5,2,4,0,18,200000.0,2,0,1,1,4,0,3,1,3,3,2,0,1,0,0,0
4,1,2,2,1,2,3,24,1,3,2,2,0,20,5948.63742716808,2,0,1,1,2,0,3,2,4,3,4,0,0,0,0,0
7,1,1,1,3,3,2,63,1,3,2,4,0,5,11238.5841601784,4,0,1,1,18,0,2,1,4,1,4,0,0,0,0,0
8,2,1,1,5,4,4,49,1,4,2,4,0,25,10627.8664508354,1,0,1,1,3,0,2,1,1,4,4,0,0,0,0,0
4,2,3,1,3,2,3,25,1,3,2,4,0,60,25004.0553849426,2,1,1,1,0,0,2,2,4,1,1,0,0,0,0,0
5,2,1,1,3,1,1,44,0,5,2,4,0,45,14194.765448782,3,0,1,1,10,0,1,1,4,4,4,0,0,0,0,0
7,1,1,1,3,2,3,68,1,4,1,4,0,30,7152.56596614435,2,0,1,2,2,0,2,1,2,4,4,0,0,0,0,0
8,1,6,1,3,2,2,40,0,4,2,3,0,30,48.0,3,0,1,1,5,1,3,2,4,1,4,0,0,0,0,0
10,1,5,1,2,2,4,32,0,4,2,3,0,8,9079.20104715376,2,2,1,1,0,0,3,2,4,1,1,0,0,0,0,0
7,1,1,2,1,5,5,61,1,3,2,4,0,25,26086.8041621467,2,0,1,1,0,0,2,1,4,1,4,0,0,0,0,0
6,1,1,1,6,3,4,46,0,5,2,4,0,35,15581.2009831411,1,0,1,1,3,0,2,1,3,3,2,0,0,0,0,0
8,1,2,1,6,3,3,51,0,5,2,1,0,80,23218.3739051734,2,0,1,1,14,0,3,2,3,3,1,0,0,0,0,0
7,1,2,1,3,1,3,26,1,4,2,4,0,16,15620.2959321126,2,0,1,1,3,0,2,2,4,1,1,0,0,0,0,0
8,1,3,1,3,3,3,47,0,2,2,3,0,25,14027.2243731483,3,0,1,1,6,0,2,3,4,4,2,0,0,0,0,0
6,2,1,1,5,4,3,26,0,5,2,4,0,5,6787.0182486827,1,0,1,1,3,0,1,1,3,4,2,0,0,0,0,0
6,2,2,1,7,2,3,28,1,5,2,2,0,30,7812.67246979172,2,0,1,1,1,0,2,2,3,4,4,1,0,0,0,0
4,1,1,1,5,1,4,52,1,4,1,1,0,30,4384.47174221519,1,0,1,1,0,0,2,1,4,4,4,1,0,0,0,0
7,1,2,1,1,3,3,58,1,2,2,1,0,30,13879.1731090055,3,0,2,2,50,0,2,2,1,4,4,0,0,0,0,0
8,1,2,1,2,4,3,56,1,2,2,2,0,55,17112.3451700766,2,0,2,1,2,0,2,2,4,4,4,0,0,0,0,0
5,1,2,2,1,2,1,59,1,4,2,2,0,60,21473.6771023568,2,0,1,1,10,0,2,2,4,4,4,0,0,0,0,0
3,1,2,1,6,2,3,48,1,5,1,4,0,10,7000.0,2,0,1,1,7,0,2,1,4,4,4,0,0,0,0,0
3,2,2,2,2,2,2,28,0,2,2,4,0,10,5376.10141550412,2,0,2,1,0,0,1,2,2,1,4,0,0,0,0,0
11,1,2,1,2,4,2,71,0,5,2,1,0,30,20270.705766518,2,0,1,1,14,0,2,2,2,1,4,0,0,0,0,0
8,1,2,1,6,4,3,63,1,4,2,4,0,3,14001.2945415733,2,0,1,1,2,0,2,2,2,3,2,0,0,0,0,0
